committee_name	sect_ind	donations
Armed Services (S)	Ideological/Single-Issue - Candidate Committees	75900
Armed Services (S)	Ideological/Single-Issue - Democratic/Liberal	173626
Armed Services (S)	Ideological/Single-Issue - Environment	181833
Armed Services (S)	Ideological/Single-Issue - Foreign & Defense Policy	125950
Armed Services (S)	Ideological/Single-Issue - Gun Control	21244
Armed Services (S)	Ideological/Single-Issue - Gun Rights	463490
Armed Services (S)	Ideological/Single-Issue - Human Rights	176809
Armed Services (S)	Ideological/Single-Issue - Leadership PACs	1759086
Armed Services (S)	Ideological/Single-Issue - Pro-Israel	1521893
Armed Services (S)	Ideological/Single-Issue - Republican/Conservative	4717071
Armed Services (S)	Ideological/Single-Issue - Women's Issues	64654
Armed Services (S)	Labor - Building Trade Unions	80291
Armed Services (S)	Labor - Industrial Unions	96909
Armed Services (S)	Labor - Misc Unions	45710
Armed Services (S)	Labor - Public Sector Unions	151838
Armed Services (S)	Labor - Transportation Unions	238985
Armed Services (S)	Lawyers & Lobbyists - Lawyers/Law Firms	6057281
Armed Services (S)	Lawyers & Lobbyists - Lobbyists	1400936
Armed Services (S)	Misc Business - Beer, Wine & Liquor	380488
Armed Services (S)	Misc Business - Business Associations	91623
Armed Services (S)	Misc Business - Business Services	1806872
Armed Services (S)	Misc Business - Casinos/Gambling	290380
Armed Services (S)	Misc Business - Chemical & Related Manufacturing	386716
Armed Services (S)	Misc Business - Food & Beverage	712835
Armed Services (S)	Misc Business - Lodging/Tourism	510868
Armed Services (S)	Misc Business - Misc Manufacturing & Distributing	1375029
Armed Services (S)	Misc Business - Misc Services	374442
Armed Services (S)	Misc Business - Recreation/Live Entertainment	412367
Armed Services (S)	Misc Business - Retail Sales	774490
Armed Services (S)	Misc Business - Steel Production	173159
Armed Services (S)	Misc Business - Textiles	104654
Armed Services (S)	Other - Civil Servants/Public Officials	982603
Armed Services (S)	Other - Clergy & Religious Organizations	283764
Armed Services (S)	Other - Education	1426914
Armed Services (S)	Other - Non-Profit Institutions	418821
Armed Services (S)	Other - Retired	18806634
Armed Services (S)	Transportation - Air Transport	966610
Armed Services (S)	Transportation - Automotive	849404
Armed Services (S)	Transportation - Railroads	386337
Armed Services (S)	Transportation - Sea Transport	429433
Armed Services (S)	Transportation - Trucking	459899
Banking, Housing, and Urban Affairs (S)	Agribusiness - Agricultural Services/Products	432090
Banking, Housing, and Urban Affairs (S)	Agribusiness - Crop Production & Basic Processing	510000
Banking, Housing, and Urban Affairs (S)	Agribusiness - Dairy	101825
Banking, Housing, and Urban Affairs (S)	Agribusiness - Food Processing & Sales	521211
Banking, Housing, and Urban Affairs (S)	Agribusiness - Forestry & Forest Products	178595
Banking, Housing, and Urban Affairs (S)	Agribusiness - Livestock	146181
Banking, Housing, and Urban Affairs (S)	Agribusiness - Poultry & Eggs	49945
Banking, Housing, and Urban Affairs (S)	Agribusiness - Tobacco	131385
Banking, Housing, and Urban Affairs (S)	Communications/Electronics - Electronics Mfg & Equip	965929
Banking, Housing, and Urban Affairs (S)	Communications/Electronics - Internet	487978
Banking, Housing, and Urban Affairs (S)	Communications/Electronics - Printing & Publishing	334149
Banking, Housing, and Urban Affairs (S)	Communications/Electronics - TV/Movies/Music	822842
Banking, Housing, and Urban Affairs (S)	Communications/Electronics - Telecom Services	456180
Banking, Housing, and Urban Affairs (S)	Communications/Electronics - Telephone Utilities	200755
Banking, Housing, and Urban Affairs (S)	Construction - Building Materials & Equipment	432700
Banking, Housing, and Urban Affairs (S)	Construction - Construction Services	455031
Banking, Housing, and Urban Affairs (S)	Construction - General Contractors	597432
Banking, Housing, and Urban Affairs (S)	Construction - Home Builders	242453
Banking, Housing, and Urban Affairs (S)	Construction - Special Trade Contractors	263972
Banking, Housing, and Urban Affairs (S)	Defense - Defense Aerospace	563449
Banking, Housing, and Urban Affairs (S)	Defense - Defense Electronics	250740
Banking, Housing, and Urban Affairs (S)	Defense - Misc Defense	183690
Banking, Housing, and Urban Affairs (S)	Energy & Natural Resources - Electric Utilities	818755
Banking, Housing, and Urban Affairs (S)	Energy & Natural Resources - Mining	201273
Banking, Housing, and Urban Affairs (S)	Energy & Natural Resources - Oil & Gas	1226718
Banking, Housing, and Urban Affairs (S)	Energy & Natural Resources - Waste Management	22891
Banking, Housing, and Urban Affairs (S)	Finance, Insurance & Real Estate - Accountants	833492
Banking, Housing, and Urban Affairs (S)	Finance, Insurance & Real Estate - Commercial Banks	2323218
Banking, Housing, and Urban Affairs (S)	Finance, Insurance & Real Estate - Credit Unions	165558
Banking, Housing, and Urban Affairs (S)	Finance, Insurance & Real Estate - Finance/Credit Companies	984027
Banking, Housing, and Urban Affairs (S)	Finance, Insurance & Real Estate - Insurance	3376910
Banking, Housing, and Urban Affairs (S)	Finance, Insurance & Real Estate - Misc Finance	1627259
Banking, Housing, and Urban Affairs (S)	Finance, Insurance & Real Estate - Real Estate	3678901
Banking, Housing, and Urban Affairs (S)	Finance, Insurance & Real Estate - Savings & Loans	48903
Banking, Housing, and Urban Affairs (S)	Finance, Insurance & Real Estate - Securities & Investment	6930972
Banking, Housing, and Urban Affairs (S)	Health - Health Professionals	1810101
Banking, Housing, and Urban Affairs (S)	Health - Health Services/HMOs	911041
Banking, Housing, and Urban Affairs (S)	Health - Hospitals/Nursing Homes	820752
Banking, Housing, and Urban Affairs (S)	Health - Pharmaceuticals/Health Products	1447131
Banking, Housing, and Urban Affairs (S)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	27570
Banking, Housing, and Urban Affairs (S)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	47081
Banking, Housing, and Urban Affairs (S)	Ideological/Single-Issue - Candidate Committees	92000
Banking, Housing, and Urban Affairs (S)	Ideological/Single-Issue - Democratic/Liberal	805162
Banking, Housing, and Urban Affairs (S)	Ideological/Single-Issue - Environment	142523
Banking, Housing, and Urban Affairs (S)	Ideological/Single-Issue - Foreign & Defense Policy	99800
Banking, Housing, and Urban Affairs (S)	Ideological/Single-Issue - Gun Control	0
Banking, Housing, and Urban Affairs (S)	Ideological/Single-Issue - Gun Rights	185553
Banking, Housing, and Urban Affairs (S)	Ideological/Single-Issue - Human Rights	122725
Banking, Housing, and Urban Affairs (S)	Ideological/Single-Issue - Leadership PACs	2106651
Banking, Housing, and Urban Affairs (S)	Ideological/Single-Issue - Pro-Israel	1254739
Banking, Housing, and Urban Affairs (S)	Ideological/Single-Issue - Republican/Conservative	1485510
Banking, Housing, and Urban Affairs (S)	Ideological/Single-Issue - Women's Issues	5650
Banking, Housing, and Urban Affairs (S)	Labor - Building Trade Unions	133500
Banking, Housing, and Urban Affairs (S)	Labor - Industrial Unions	112677
Banking, Housing, and Urban Affairs (S)	Labor - Misc Unions	34725
Banking, Housing, and Urban Affairs (S)	Labor - Public Sector Unions	196339
Banking, Housing, and Urban Affairs (S)	Labor - Transportation Unions	208592
Banking, Housing, and Urban Affairs (S)	Lawyers & Lobbyists - Lawyers/Law Firms	4307977
Banking, Housing, and Urban Affairs (S)	Lawyers & Lobbyists - Lobbyists	1752590
Banking, Housing, and Urban Affairs (S)	Misc Business - Beer, Wine & Liquor	482175
Banking, Housing, and Urban Affairs (S)	Misc Business - Business Associations	133302
Banking, Housing, and Urban Affairs (S)	Misc Business - Business Services	904633
Banking, Housing, and Urban Affairs (S)	Misc Business - Casinos/Gambling	468224
Banking, Housing, and Urban Affairs (S)	Misc Business - Chemical & Related Manufacturing	415085
Banking, Housing, and Urban Affairs (S)	Misc Business - Food & Beverage	465822
Banking, Housing, and Urban Affairs (S)	Misc Business - Lodging/Tourism	350651
Banking, Housing, and Urban Affairs (S)	Misc Business - Misc Manufacturing & Distributing	1016942
Banking, Housing, and Urban Affairs (S)	Misc Business - Misc Services	275352
Banking, Housing, and Urban Affairs (S)	Misc Business - Recreation/Live Entertainment	278266
Banking, Housing, and Urban Affairs (S)	Misc Business - Retail Sales	751990
Banking, Housing, and Urban Affairs (S)	Misc Business - Steel Production	149333
Banking, Housing, and Urban Affairs (S)	Misc Business - Textiles	27690
Banking, Housing, and Urban Affairs (S)	Other - Civil Servants/Public Officials	247584
Banking, Housing, and Urban Affairs (S)	Other - Clergy & Religious Organizations	35458
Banking, Housing, and Urban Affairs (S)	Other - Education	672420
Banking, Housing, and Urban Affairs (S)	Other - Non-Profit Institutions	369138
Banking, Housing, and Urban Affairs (S)	Other - Retired	5410896
Banking, Housing, and Urban Affairs (S)	Transportation - Air Transport	501122
Banking, Housing, and Urban Affairs (S)	Transportation - Automotive	547485
Banking, Housing, and Urban Affairs (S)	Transportation - Railroads	452193
Banking, Housing, and Urban Affairs (S)	Transportation - Sea Transport	136905
Banking, Housing, and Urban Affairs (S)	Transportation - Trucking	195879
Budget (H)	Agribusiness - Agricultural Services/Products	260445
Budget (H)	Agribusiness - Crop Production & Basic Processing	584994
Budget (H)	Agribusiness - Dairy	91692
Budget (H)	Agribusiness - Food Processing & Sales	338771
Budget (H)	Agribusiness - Forestry & Forest Products	249313
Budget (H)	Agribusiness - Livestock	110925
Budget (H)	Agribusiness - Poultry & Eggs	68200
Budget (H)	Agribusiness - Tobacco	124512
Budget (H)	Communications/Electronics - Electronics Mfg & Equip	444432
Budget (H)	Communications/Electronics - Internet	184975
Budget (H)	Communications/Electronics - Printing & Publishing	309180
Budget (H)	Communications/Electronics - TV/Movies/Music	502187
Budget (H)	Communications/Electronics - Telecom Services	359600
Budget (H)	Communications/Electronics - Telephone Utilities	317785
Budget (H)	Construction - Building Materials & Equipment	499105
Budget (H)	Construction - Construction Services	459493
Budget (H)	Construction - General Contractors	572243
Budget (H)	Construction - Home Builders	224166
Budget (H)	Construction - Special Trade Contractors	251909
Budget (H)	Defense - Defense Aerospace	507485
Budget (H)	Defense - Defense Electronics	303880
Budget (H)	Defense - Misc Defense	184509
Budget (H)	Energy & Natural Resources - Electric Utilities	691377
Budget (H)	Energy & Natural Resources - Mining	101426
Budget (H)	Energy & Natural Resources - Oil & Gas	804855
Budget (H)	Energy & Natural Resources - Waste Management	25000
Budget (H)	Finance, Insurance & Real Estate - Accountants	674829
Budget (H)	Finance, Insurance & Real Estate - Commercial Banks	851268
Budget (H)	Finance, Insurance & Real Estate - Credit Unions	201250
Budget (H)	Finance, Insurance & Real Estate - Finance/Credit Companies	264350
Budget (H)	Finance, Insurance & Real Estate - Insurance	1943722
Budget (H)	Finance, Insurance & Real Estate - Misc Finance	866998
Budget (H)	Finance, Insurance & Real Estate - Real Estate	2706429
Budget (H)	Finance, Insurance & Real Estate - Savings & Loans	18800
Budget (H)	Finance, Insurance & Real Estate - Securities & Investment	2298579
Budget (H)	Health - Health Professionals	2775838
Budget (H)	Health - Health Services/HMOs	623281
Budget (H)	Health - Hospitals/Nursing Homes	843163
Budget (H)	Health - Pharmaceuticals/Health Products	1067723
Budget (H)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	53104
Budget (H)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	119416
Budget (H)	Ideological/Single-Issue - Candidate Committees	340586
Budget (H)	Ideological/Single-Issue - Democratic/Liberal	240842
Budget (H)	Ideological/Single-Issue - Environment	185327
Budget (H)	Ideological/Single-Issue - Foreign & Defense Policy	100850
Budget (H)	Ideological/Single-Issue - Gun Control	69465
Budget (H)	Ideological/Single-Issue - Gun Rights	199052
Budget (H)	Ideological/Single-Issue - Human Rights	359863
Budget (H)	Ideological/Single-Issue - Leadership PACs	1470918
Budget (H)	Ideological/Single-Issue - Pro-Israel	682500
Budget (H)	Ideological/Single-Issue - Republican/Conservative	1166338
Budget (H)	Ideological/Single-Issue - Women's Issues	30050
Budget (H)	Labor - Building Trade Unions	557768
Budget (H)	Labor - Industrial Unions	497730
Budget (H)	Labor - Misc Unions	242065
Budget (H)	Labor - Public Sector Unions	688090
Budget (H)	Labor - Transportation Unions	441959
Budget (H)	Lawyers & Lobbyists - Lawyers/Law Firms	4627118
Budget (H)	Lawyers & Lobbyists - Lobbyists	1183022
Budget (H)	Misc Business - Beer, Wine & Liquor	539963
Budget (H)	Misc Business - Business Associations	80790
Budget (H)	Misc Business - Business Services	933830
Budget (H)	Misc Business - Casinos/Gambling	668921
Budget (H)	Misc Business - Chemical & Related Manufacturing	335935
Budget (H)	Misc Business - Food & Beverage	448153
Budget (H)	Misc Business - Lodging/Tourism	373175
Budget (H)	Misc Business - Misc Manufacturing & Distributing	723000
Budget (H)	Misc Business - Misc Services	197095
Budget (H)	Misc Business - Recreation/Live Entertainment	97924
Budget (H)	Misc Business - Retail Sales	580412
Budget (H)	Misc Business - Steel Production	111350
Budget (H)	Misc Business - Textiles	29400
Budget (H)	Other - Civil Servants/Public Officials	617771
Budget (H)	Other - Clergy & Religious Organizations	35895
Budget (H)	Other - Education	991943
Budget (H)	Other - Non-Profit Institutions	377094
Budget (H)	Other - Retired	4783838
Budget (H)	Transportation - Air Transport	437091
Budget (H)	Transportation - Automotive	804917
Budget (H)	Transportation - Railroads	288598
Budget (H)	Transportation - Sea Transport	62750
Budget (H)	Transportation - Trucking	179800
Budget (S)	Agribusiness - Agricultural Services/Products	856331
Budget (S)	Agribusiness - Crop Production & Basic Processing	1081760
Budget (S)	Agribusiness - Dairy	224174
